iter	Logloss
341	0.006333099778
342	0.006306170092
343	0.006253435559
344	0.006232699546
345	0.00622593427
346	0.006207847136
347	0.006185905738
348	0.006182354586
349	0.006174729431
350	0.006163201965
351	0.006163226695
352	0.00615926998
353	0.006159193672
354	0.006152512476
355	0.00615246443
356	0.006126626374
357	0.006110797394
358	0.006110791741
359	0.006106772849
360	0.006106731869
361	0.006097534626
362	0.00608151205
363	0.006060662988
364	0.006060630486
365	0.006041882722
366	0.006040431456
367	0.006040478088
368	0.006036251469
369	0.00603622462
370	0.006005813731
371	0.006005780523
372	0.006005797481
373	0.005998308691
374	0.00597066821
375	0.0059706456
376	0.005952103444
377	0.005952082247
378	0.0059520879
379	0.00591869817
380	0.005918675561
381	0.005912728477
382	0.005884858365
383	0.005884866137
384	0.005877556812
385	0.00587755116
386	0.005877575536
387	0.005873160266
388	0.005873179696
389	0.005873179696
390	0.005864603163
391	0.005864590092
392	0.005852582521
393	0.005852593826
394	0.005833662004
395	0.005833635155
396	0.005819309727
397	0.005819342229
398	0.005819347881
399	0.005819347881
400	0.005819347881
401	0.005819347881
402	0.005813739591
403	0.005813749836
404	0.005813735351
405	0.005813742064
406	0.005813742064
407	0.005813742064
408	0.005813696491
409	0.005813742417
410	0.005813695078
411	0.005813719101
412	0.005813696844
413	0.00581370497
414	0.005813724047
415	0.005813697904
416	0.005813683066
417	0.005809257198
418	0.005809251545
419	0.005741729496
420	0.005711039165
421	0.005711101342
422	0.005711082971
423	0.005711059302
424	0.005711114413
425	0.00571107414
426	0.005711056476
427	0.005711080852
428	0.005711010549
429	0.005711036692
430	0.005711036692
431	0.005711040225
432	0.005711019735
433	0.005711029273
434	0.005711011609
435	0.005711005604
436	0.005711044817
437	0.005673649974
438	0.005673648914
439	0.005673648914
440	0.00567365386
441	0.005673661985
442	0.005673639729
443	0.005673621358
444	0.005673621358
445	0.005673597689
446	0.005673661632
447	0.005673584617
448	0.005673624891
449	0.005673597335
450	0.005673566954
451	0.005673546463
452	0.005673546463
453	0.005673598042
454	0.005673603341
455	0.005673545404
456	0.005665148689
457	0.00566514021
458	0.005665119367
459	0.005665090751
460	0.005665127846
461	0.005665095344
462	0.005665155048
463	0.005665094991
464	0.005665107709
465	0.005665090398
466	0.005665048711
467	0.005665070261
468	0.005665064255
469	0.005665067788
470	0.005665022922
471	0.005665026455
472	0.005665008438
473	0.00566422628
474	0.005664163396
475	0.005652421138
476	0.005652491793
477	0.005652370972
478	0.005636521502
479	0.005636571668
480	0.005636488294
481	0.005630435933
482	0.005630464549
483	0.005630411204
484	0.005630472321
485	0.005630430634
486	0.005630416149
487	0.005617922115
488	0.005617922468
489	0.005617822137
490	0.005617858525
491	0.005617803767
492	0.005613588452
493	0.005611354321
494	0.005611354321
495	0.005611354321
496	0.005611352555
497	0.005611383643
498	0.005611409786
499	0.005611317227
